Cat,AUN,LEA Name,County,Revenue from Federal Sources 8000,"Payments for Federally Impacted Areas
P.L. 81-874
8110",Other Unrestricted Federal Grants-in-Aid Direct From the Federal Government 8190,Unrestricted Grants-in-Aid From the Federal Government Through the Commonwealth of PA 8200,"Payments for Federally Impacted Areas P.L. 81-815
8310","Energy Conservation Grants - TA and ECM
8320",Other Restricted Federal Grants-in-Aid Directly From the Federal Government 8390,"Grants for IDEA and NCLB Programs Not Specified in the Following 8510 Series
8511","IDEA, Part B 8512","IDEA, Section 619
8513","NCLB, Title I - Improving the Academic Achievement of the Disadvantaged 8514","NCLB, Title II - Preparing, Training and Recruiting High Quality Teachers and Principals 8515","NCLB, Title III - Language Instruction for English Learners and Immigrant Students 8516","NCLB, Title IV - 21st Century Schools 8517","NCLB, Title V - Flexibility and Accountability 8519",Vocational Education - Operating Expenditures 8521,Child Nutrition Program 8530,Nutrition Education and Training 8540,Federal Block Grants 8560,Child Care and Development Block Grants 8580,Adult Basic Education 8620,Economic Opportunity Act (Headstart) 8640,Workforce Investment Act (WIA) 8660,Other Restricted Federal Grants-in-Aid Through the Commonwealth of PA 8690,ARRA - Build America Bonds 8731,ARRA - Qualified School Construction Bonds (QSCB) 8732,ARRA - Qualified Zone Academy Bonds (QZAB) 8733,ARRA - Qualified Energy Conservation Bonds (QECB) 8735,ESSER - Elementary and Secondary School Emergency Relief Fund 8741,Governor's Emergency Education Relief Fund (GEER) 8742,ESSER II - Elementary and Secondary School Emergency Relief Fund 8743,ARP ESSER(ESSER III) - Elementary and Secondary School Emergency Relief Fund 8744,GEER II - Governor's Emergency Education Relief Fund 8745,ARP IDEA 8746,ARP ECF - Emergency Connectivity Fund 8747,ARP IDEA Preschool 8748,"Other CARES and CRRSA Act, and ARP ACT Funding 8749",ARP ESSER Learning Loss 8751,ARP ESSER Summer Programs 8752,ARP ESSER Afterschool Programs 8753,ARP ESSER Homeless Children and Youth Funds (ARP-HCY) 8754,ARP ESSER Emergency Relief for Other Educational Entities 8755,School Based Access Medicaid Reimbursement Program (SBAP) Reimbursements (ACCESS) 8810,Medical Assistance Reimbursements for Administrative Claiming (Quarterly) Program 8820,Medical Assistance Reimbursement (ACCESS) - Early Intervention 8830
1.0,109248003.0,Saint Marys Area SD,Elk,1663211.44,,,,,,,,,,326832.61,69633.0,,21353.86,,27989.0,,,,,,,,,,,,,,,,929385.86,,,,,,70225.23,12564.47,6541.4,3300.62,,192467.2,2918.19,
1.0,105251453.0,Corry Area SD,Erie,6139996.56,,,,,,,,,,1080514.5,109385.0,,80927.78,57149.0,52996.0,,,,,,,,,,132742.47,,,,,2601533.82,1554740.32,,,,,,88800.74,46874.47,50108.71,19122.12,44414.15,200000.0,20687.48,
1.0,105252602.0,Erie City SD,Erie,44848336.0,,,,,,133286.0,,,,9737561.0,756001.0,170868.0,781222.0,,379561.0,,38333.0,,,,,,702868.0,,646240.0,,,,,9499937.0,18196097.0,,16513.0,1485424.0,,54925.0,1216573.0,674858.0,,32774.0,,250000.0,,75295.0
1.0,105253303.0,Fairview SD,Erie,487144.0,,,,,,,,,,132429.0,26374.0,,15989.0,,,,,,,,,,,,,,,2371.0,,,158071.0,,,,,,30120.0,,,,,120000.0,1790.0,
1.0,105253553.0,Fort LeBoeuf SD,Erie,2856052.37,,,,,,,,,,482283.0,66286.0,,38384.0,,,,,,,,,,,,,,,,,,1738680.0,,,181442.12,,,171867.12,31081.98,33671.5,,,100000.0,12356.65,
1.0,105253903.0,General McLane SD,Erie,4059539.49,,,,,,,,,,289110.78,66011.81,,52856.65,,,,,,,,,,,,,,,,,957132.15,2057276.75,,,260174.89,,,54759.3,9952.0,9952.0,1482.21,,258267.13,42563.82,
1.0,105254053.0,Girard SD,Erie,3813192.9,,,,,,132064.58,,,,613732.42,68604.0,,55101.83,,,,,,,,,,,,,,,7614.94,,120079.98,2212682.9,,,133428.0,,67.15,68187.59,47288.12,551.23,3930.0,,332753.02,17107.14,
1.0,105254353.0,Harbor Creek SD,Erie,1093307.95,,,,,,,,,,311684.43,49538.0,,23495.0,,,,,,,,,,,,,,,,,,504857.66,,68507.21,,,,75152.93,,10107.25,,,39553.39,10412.08,
1.0,105256553.0,Iroquois SD,Erie,1743989.25,,,,,,,,,,363580.27,46869.0,,31933.0,,,,,,,,,,86755.67,,,,,,,54244.63,1055195.18,,,,,,71977.38,7360.25,9212.42,,,16861.45,,
1.0,105257602.0,Millcreek Township SD,Erie,6917315.12,,,,,,454857.27,,,,1354210.05,216740.86,,118697.0,,,,,,,,,,,,,,,10091.94,,1324643.21,2288484.58,,,,,,142354.8,21411.12,,,226184.0,723258.0,36382.29,
1.0,105258303.0,North East SD,Erie,801183.03,,,,,,,,,,437509.0,54646.0,,35232.0,,,,,,,,,,,,,,,,,,224409.22,,,,,,11748.37,2406.24,2406.28,719.03,,23385.59,8721.3,
1.0,105258503.0,Northwestern SD,Erie,2730675.01,,,,,,49400.0,,,,466905.54,88075.69,,32784.09,,,,,,,,,,,,,,,,,829486.64,1098233.49,,,,,,96413.48,34765.63,22001.1,,,,12609.35,
1.0,105259103.0,Union City Area SD,Erie,3398879.77,,,,,,,,,,456386.39,51391.59,,256616.9,28192.56,,,,,,,,,,,,,,,,1516808.0,809530.9,,,3289.95,,,77601.5,34065.0,13727.5,,,146259.36,4417.98,592.14
1.0,105259703.0,Wattsburg Area SD,Erie,1560485.99,,,,,,,,,,301918.0,42895.0,,24794.0,,,,,,,,,,,,,,,,,154302.0,838846.9,,,77637.0,,167.14,6963.71,13490.29,7673.26,,,76389.16,15409.53,
1.0,101260303.0,Albert Gallatin Area SD,Fayette,6907711.06,,,,,,,,,,1557456.9,161544.46,,120707.13,,,,,,,,,,,,,,,,,1453331.56,3025930.11,,,,,,320572.15,26634.94,,,47194.96,193043.28,1295.57,
1.0,101260803.0,Brownsville Area SD,Fayette,3572622.2,,,,,,,,,,1667706.42,60070.58,,46509.84,,,,,,,,,,,,,,,,14776.19,161464.69,1421972.39,,,,,,53692.87,10738.56,10738.77,20155.52,3280.08,85000.0,16516.29,
1.0,101261302.0,Connellsville Area SD,Fayette,8003241.22,,56337.78,,,,,,,,1884344.89,179608.33,,120965.44,,,,,,,,,,,,,,,,,254421.0,5013600.73,,,,,17253.58,244976.92,78881.0,18494.12,58055.0,52026.14,,24276.29,
1.0,101262903.0,Frazier SD,Fayette,943677.95,,,,,,,,,,262860.0,36422.0,,18965.0,,,,,,,,,,,,,,,11662.01,,394628.7,211079.78,,,,,,490.0,2450.44,,,,,5120.02,
1.0,101264003.0,Laurel Highlands SD,Fayette,5187167.37,,,,,,,,,,1077594.71,155420.53,,77527.78,,,,,,,,,,30826.61,,,,,,,57399.84,3031798.2,,,,,,129750.21,38767.7,,31496.0,2046.66,512649.27,41889.86,
1.0,101268003.0,Uniontown Area SD,Fayette,8848442.79,,,,,,,,,,1595875.29,169260.92,,103895.44,,,,,,,,,,6491.36,,,,,6633.2,,111665.51,6425645.01,,,,,,67137.75,27012.29,65219.02,16858.0,5027.49,208514.0,39207.51,
1.0,106272003.0,Forest Area SD,Forest,1263159.99,,,,,,,,,,203430.79,1074.22,,19614.52,16749.0,,,,,,,,,,,,,,,,27668.7,755223.12,,,,,,37995.1,8398.86,7757.49,1093.74,,174069.77,10084.68,
1.0,112281302.0,Chambersburg Area SD,Franklin,19855859.0,483641.0,,,,,,,,,2829911.0,265600.0,143931.0,176894.0,,,,,,,,,,3049.0,,,,,7188.0,88227.0,5440169.0,9039380.0,,,347584.0,,,260946.0,4564.0,13692.0,25230.0,104463.0,553010.0,68380.0,
1.0,112282004.0,Fannett-Metal SD,Franklin,2245408.75,,,,,,,,,,353619.0,34411.0,,30790.0,,,,,,,,,,,,,,,,,457624.4,1319015.13,,,,,,18230.67,895.0,10249.67,,,20573.88,,
1.0,112283003.0,Greencastle-Antrim SD,Franklin,1662562.14,,,,,,,,,,474497.0,79441.0,,37743.0,,,,,,,,,,,,,,,,,337390.42,672770.81,,,,,,19723.55,37197.54,3798.82,,,,,
1.0,112286003.0,Tuscarora SD,Franklin,2943266.0,,,,,,,,,,511715.0,85741.0,,40704.0,,,,,,,,,,,,,,,,,878811.0,1037536.0,,,,,,297981.0,27453.0,27453.0,,,35872.0,,
1.0,112289003.0,Waynesboro Area SD,Franklin,10261499.35,,,,,,,,,,1170727.0,148289.0,,,106874.0,,,,,,,,,,,,,,,,2441546.88,5903727.52,,,,,,199069.36,41071.6,41071.24,,61959.4,147163.35,,
1.0,111291304.0,Central Fulton SD,Fulton,1710478.34,,,,,,,,,,271541.73,28400.0,,27804.0,,,,,,,,521684.77,,,,,,,,,419118.63,412854.22,,,,,,20473.08,4094.98,4094.98,,,,411.95,
1.0,111292304.0,Forbes Road SD,Fulton,203530.0,,3981.0,,,,,,,,88618.0,13698.0,,10000.0,,,,,,,,,,,,,,,,,13993.0,38370.0,,,,,,24906.0,4982.0,4982.0,,,,,
1.0,111297504.0,Southern Fulton SD,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,101301303.0,Carmichaels Area SD,Greene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,101301403.0,Central Greene SD,Greene,4235284.2,,,,,,,,,,567875.42,76663.02,,44709.0,,,,,,,,,,,,,,,,,329231.04,2799845.94,,,,,,155687.83,22070.4,23076.4,201.0,,200000.0,15924.15,
1.0,101303503.0,Jefferson-Morgan SD,Greene,945548.7,,,,,,,,,,168288.87,,,13460.0,29114.0,,,,,,,,,,,,,,,,117260.92,556994.27,,,,,,34341.0,8451.29,15249.98,,,363.64,2024.73,
1.0,101306503.0,Southeastern Greene SD,Greene,1959705.28,,,,,,,,,,335946.0,30187.0,,19388.2,,,,,,,,,,,,,,,,,859984.35,635502.22,,,,,,45836.0,12887.13,13498.71,,,,6475.67,
1.0,101308503.0,West Greene SD,Greene,909027.77,,,,,,36968.4,,,,185997.0,24572.0,,14795.0,21144.0,,,,,,,,,,,,,,,,,565945.61,,,,,,18116.57,16221.0,16221.0,,,6529.31,2517.88,
1.0,111312503.0,Huntingdon Area SD,Huntingdon,3137199.58,,,,,,,,,,553261.28,66901.01,,37834.99,,,,,,,,,,,,,,,,,1049207.74,1397513.29,,,,,,15425.88,,,,,,17055.39,
1.0,111312804.0,Juniata Valley SD,Huntingdon,950882.46,,,,,,,,,,203678.0,24417.0,,17139.0,,,,,,,,,,,,,,,,,257710.71,389083.57,,,,,,,,,,,55368.76,3485.42,
1.0,111316003.0,Mount Union Area SD,Huntingdon,1840706.51,8982.0,,,,,,,,,477625.0,52332.0,,53317.76,29675.0,,,,,,,,,,,,,,,,1019514.2,117938.5,,,,,,0.25,2114.88,7420.78,,,71786.14,,
1.0,111317503.0,Southern Huntingdon County SD,Huntingdon,2348722.89,,,,,,,,,,264785.0,34337.0,,22624.0,,,,,,,,,,,,,,,,,149549.19,1754542.18,,,,,,62086.06,3886.5,25468.0,,26588.02,4856.94,,
1.0,128323303.0,Homer-Center SD,Indiana,921523.02,,,,,,,,,,247106.05,32217.0,,21363.0,,,,,,,,,,,,,,,,,,578569.91,,,,,,26996.3,5334.38,,3035.17,,,6901.21,
1.0,128323703.0,Indiana Area SD,Indiana,2543496.8,,,,,,,,,,526602.09,88466.0,6960.76,40563.0,,,,,,,,,,2507.0,,,,,,,409080.7,1021306.66,,,,,,111764.74,39088.0,17366.8,2956.59,,254302.0,22532.46,
1.0,128325203.0,Marion Center Area SD,Indiana,3433733.99,,,,,,,,,,464358.82,58762.77,,44105.0,11529.33,,,,,,,,,,,,,,,,1185471.01,1519372.77,,,,,,102344.87,7503.84,15103.0,,19720.68,,5461.9,
1.0,128326303.0,Penns Manor Area SD,Indiana,1770394.61,,,,,,,,,,222323.0,27888.0,,20523.0,,,,,,,,,,,,,,,,,551870.26,742010.76,,,,,,41491.45,6616.81,9789.6,2467.43,,132385.8,13028.5,
1.0,128327303.0,Purchase Line SD,Indiana,2226504.15,,,,,,,,,,339729.21,42883.98,,30743.74,,,,,,,,,,,,366059.91,,,,,21229.49,1216084.85,,,,,,134224.0,,,,,73718.16,1830.81,
1.0,128321103.0,River Valley SD,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,128328003.0,United SD,Indiana,1900156.96,,,,,,,,,,245761.17,33297.0,,21755.14,,,,,,,,,,,,,,,,,733426.87,687621.95,,,,,,17850.0,9180.0,8854.88,6638.48,,122116.0,13655.47,
1.0,106330703.0,Brockway Area SD,Jefferson,1493774.78,,,,,,,,,,295223.06,36618.0,,36029.03,21056.12,,,,,,,,,,,,,,,,389699.39,619099.45,,16069.97,,,,38900.71,11828.02,7043.0,914.1,,20027.97,1265.96,
1.0,106330803.0,Brookville Area SD,Jefferson,2648405.17,,,,,,,,,,524036.23,70278.42,,50424.0,50995.25,,,,,,,,,,,,,,,,,1690525.98,,,,,,100134.03,13674.04,,2793.22,,137803.07,7740.93,
1.0,106338003.0,Punxsutawney Area SD,Jefferson,5235800.72,,,,,,,,,,1142187.62,129245.39,,85280.44,97111.57,,,,,,,,,,,,,,,,1443267.4,1699857.63,,,2253.0,,,324827.01,1056.04,,4778.21,,300000.0,5936.41,
1.0,111343603.0,Juniata County SD,Juniata,4322309.29,,,,,,,,,,863841.0,125547.0,,68713.0,,,,,,,,,,,,,,,,,4228.13,2508055.19,,,,,,348540.0,46696.86,12035.42,20724.0,,323928.69,,
1.0,119350303.0,Abington Heights SD,Lackawanna,2322080.46,,,,,,,,,,416282.0,72663.22,,34585.99,,,,,,,,,,,,,,,,,572349.36,883786.43,,,71250.0,,,28232.97,,15872.32,,,213084.26,13973.91,
1.0,119351303.0,Carbondale Area SD,Lackawanna,4983841.05,,,,,,,,,,759864.99,83966.0,,55649.46,,,,,,,,,,,,686361.75,,,,,932514.08,2219992.53,,,,,,123245.43,24648.96,24649.17,14981.11,,35690.12,22277.45,
1.0,119352203.0,Dunmore SD,Lackawanna,2113123.51,,,,,,,,,,353624.0,47884.0,10553.03,30700.0,,,,,,,,,,7326.09,,,,,,,181496.86,1242527.75,,,,,,146443.1,36057.0,188.0,,5409.86,45282.81,5631.01,
1.0,119354603.0,Lakeland SD,Lackawanna,1441271.15,,,,,,,,,,250638.0,44287.0,,19839.0,,,,,,,,,,,,,,,,,180560.52,876961.95,,,,,,18626.0,,7275.36,,35417.0,,7666.32,
1.0,119355503.0,Mid Valley SD,Lackawanna,2292418.85,,,,,,38661.0,,,,495588.19,61403.0,,40463.0,,,,,,,,,,104202.99,,,,,5259.0,,145311.96,1205835.89,,,,,,92714.16,45367.0,-0.01,,55754.0,,1858.67,
1.0,119356503.0,North Pocono SD,Lackawanna,1311405.87,,,,,,,,,,546523.18,83123.0,,54276.0,,,,,,,,,,,,,,,,,,613437.45,,,,,,5430.0,,-0.02,8616.26,,,,
1.0,119356603.0,Old Forge SD,Lackawanna,1337358.38,19587.0,,,,,,,,,297809.0,45898.0,,31700.0,,,,,,,,,,,,,,,,,414467.88,481398.66,,,,,,26395.5,839.68,13826.49,1111.0,,,4325.17,
1.0,119357003.0,Riverside SD,Lackawanna,2677899.63,,,,,,,,,,635293.0,102081.44,6285.7,62687.57,,,,,,,,,,,,,,,48171.0,,735306.5,1005816.4,,,,,,41751.18,16421.46,16421.9,,,-1029.97,8693.45,
1.0,119357402.0,Scranton SD,Lackawanna,24693737.64,,,,,,,,,,6415765.44,522942.07,272972.27,563167.69,,,,,,,,,,137832.31,,,,,,167930.84,7407429.48,7793497.84,,,,,,156231.44,72257.0,72257.9,11549.31,103150.45,746267.83,250485.77,
1.0,119358403.0,Valley View SD,Lackawanna,2322405.0,,,,,,,,,,491892.0,81334.0,2586.0,28018.0,,,,,,,,,,,,,,,,,66116.0,1161540.0,,,,,,149881.0,32951.0,32951.0,,,269941.0,5195.0,
1.0,113361303.0,Cocalico SD,Lancaster,1857366.26,,,,,,,,,,492725.77,80634.27,11337.0,40785.0,,,,,,,,,,,,,,,,,30943.7,1014802.4,,,,,,70756.8,25886.52,13919.36,,,71902.26,3673.18,
1.0,113361503.0,Columbia Borough SD,Lancaster,4963354.61,,,,,,,,,,744911.83,111117.95,3208.58,56611.26,,,,,,,,,,,,,,,,,1657953.34,2082397.25,,,3350.7,,,79449.39,29739.87,2327.48,38323.0,,134446.7,19517.26,
1.0,113361703.0,Conestoga Valley SD,Lancaster,8450329.12,,,,,,,,,,1573751.06,180397.59,48281.58,133670.22,,,,,,,,,,,,,,,1526.46,,3585915.2,2311751.95,,,,,,50213.86,9313.14,53114.7,65583.0,,428213.77,8596.59,
1.0,113362203.0,Donegal SD,Lancaster,3791252.3,,,,,,,,,,502981.76,63296.16,,44933.24,,,,,,,,,,,,1064677.27,,,0.04,,271335.8,1706596.79,,,,,,20777.28,22428.3,,8942.14,,75000.0,10283.52,
1.0,113362303.0,Eastern Lancaster County SD,Lancaster,4777715.11,,,,,,,,,,1053102.9,148919.42,16802.0,105603.7,,,,,,,,,,,,,,,,,770819.86,2100440.17,,,5201.5,,,,20826.89,,,,529657.2,26341.47,
1.0,113362403.0,Elizabethtown Area SD,Lancaster,2303855.69,,,,,,,,,,490954.6,82638.74,,40674.0,,,,,,,,,,,,,,,,,,1397353.93,,,,,,164550.0,11343.56,17500.0,4779.5,,90966.66,3094.7,
1.0,113362603.0,Ephrata Area SD,Lancaster,3346681.67,,,,,,,,,,774578.99,114546.11,,65610.01,,,,,,,,,,,,,,,,,857024.65,1108435.37,,,,,,157399.96,,27102.1,,,235788.45,6196.03,
1.0,113363103.0,Hempfield SD,Lancaster,6181621.3,,106175.75,,,,,,,,1294095.69,175800.44,78741.0,122143.0,,,,,,,,,,,,,,,,13808.28,1852714.16,2346300.76,,,,,,95964.97,67738.0,28139.25,,,,,
1.0,113363603.0,Lampeter-Strasburg SD,Lancaster,3134284.77,,,,,,,,,,690174.89,85994.95,,41117.0,,,,,,,,,,,,,,,,,1005952.67,1258361.43,,,,,,20766.22,18649.92,8764.97,4502.72,,,,
1.0,113364002.0,Lancaster SD,Lancaster,31048431.0,,,,,,,,,,7863557.0,589030.0,288213.0,461970.0,,214867.0,,,,,,,,790314.0,,3049613.0,,,,46.0,,14102248.0,,,,,,537174.0,398362.0,470657.0,36442.0,39580.0,2121175.0,85183.0,
1.0,113364403.0,Manheim Central SD,Lancaster,3312646.05,,,,,,,,,,565912.01,85862.9,,47878.0,,,,,,,,,,,,,,,,,258248.38,1775470.72,,,,,,103062.15,31047.45,-3105.0,17097.48,19550.44,400000.0,11621.52,
1.0,113364503.0,Manheim Township SD,Lancaster,3780354.49,,,,,,,,,,617053.84,109451.69,64481.58,53401.37,,,,,,,,,,,,,,,,,929115.2,1893811.63,,,,,,79381.13,17806.12,15851.93,,,,,
1.0,113365203.0,Penn Manor SD,Lancaster,2635697.56,,,,,,,,,,888720.77,116355.42,,74146.36,,,,,,,,,,,,,,,,,,1024686.6,,,,,,234256.69,,,5436.63,,283000.0,9095.09,
1.0,113365303.0,Pequea Valley SD,Lancaster,5204145.97,,,,,,,,,,1592823.63,127873.97,,90892.75,,,,,,,,,,,,,,,939.74,,562775.97,2614023.55,,,,,,,40457.15,32234.89,,9239.84,122117.42,10767.06,
1.0,113367003.0,Solanco SD,Lancaster,10181188.46,,,,,,,,,,2840902.7,251020.0,,250981.26,,,,,,,,,,11089.18,,,,,,-1972.52,4240707.79,2136166.42,,,,,,252504.71,,7831.92,,5521.69,170000.0,16435.31,
1.0,113369003.0,Warwick SD,Lancaster,1400701.78,,,,,,,,,,475071.86,80150.57,,26621.29,,,,,,,,,,,,,,,,,,249090.84,,,,,,143721.6,28806.76,28806.76,24146.0,,333478.04,10808.06,
1.0,104372003.0,Ellwood City Area SD,Lawrence,1995878.7,,,,,,,,,,,,,,,,,,,,,,,6612.57,,,,,,,437776.35,1366409.53,,,,,,147355.81,28333.74,,,,,9390.7,
1.0,104374003.0,Laurel SD,Lawrence,896455.19,,,,,,,,,,179506.0,27909.0,,14279.0,,,,,,,,,,,,,,,,,61113.85,552212.83,,,,,,800.17,11142.63,6547.67,,,16051.27,26892.77,
1.0,104375003.0,Mohawk Area SD,Lawrence,2958907.41,,,,,,,,,,304362.0,45051.0,,24210.0,,,,,,,,,,,,,,,,,967288.99,1192852.75,,19831.73,89684.01,,,13490.0,,,6249.52,,284612.71,11274.7,
1.0,104375203.0,Neshannock Township SD,Lawrence,518891.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517380.09,,,,,,,,,,,1511.25,,
1.0,104375302.0,New Castle Area SD,Lawrence,10966670.43,26071.0,,,,,,,,,2417974.0,225855.0,15184.0,188054.01,,,,,,,,,,,,839768.3,,,,,,6341089.24,,,,,,346746.53,49110.55,200855.0,,40070.1,275892.7,,
1.0,104376203.0,Shenango Area SD,Lawrence,1818363.46,,,,,,,,,,323737.0,40479.0,,28716.0,,,,,,,,,,,,,,,,,800736.89,422198.2,,,,,,144020.55,32228.0,,,,25000.0,1247.82,
1.0,104377003.0,Union Area SD,Lawrence,819369.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108494.0,627427.0,,,,,,,,,,,82333.0,1115.0,
1.0,104378003.0,Wilmington Area SD,Lawrence,2641234.2,,46539.11,,,,,,,,490083.0,62413.0,,38983.0,,,,,,,,,,885.41,,,,,,,1260399.6,614080.77,,,,,,21046.92,29493.56,17410.81,4919.0,,49759.0,5221.02,
1.0,113380303.0,Annville-Cleona SD,Lebanon,1178358.74,,,,,,,,,,278187.0,48666.0,,19284.0,,,,,,,,,,10314.32,,,,,,,221938.46,549394.14,,,,,,33592.12,16982.46,0.24,,,,,
1.0,113381303.0,Cornwall-Lebanon SD,Lebanon,3788347.27,,,,,,,,,,807773.72,144197.85,43582.16,66497.0,,,,,,,,,,,,,,,,,,2247813.76,,,,,,,19514.2,5021.13,,,444591.53,9355.92,
1.0,113382303.0,Eastern Lebanon County SD,Lebanon,3537899.6,,,,,,,,,,564300.27,92111.0,,44864.0,,,,,,,,,,-48240.45,,,,,,,700255.6,2108356.62,,,,,,4591.23,30152.35,11995.83,27721.0,,,1792.15,
1.0,113384603.0,Lebanon SD,Lebanon,20731665.89,,,,,,,,,,2600414.05,272998.81,243480.01,604141.81,,,,,,,,,,9887.79,,795782.4,,,,,4297609.67,10834099.43,,285762.0,,,,242054.33,15929.92,94976.28,92332.91,71934.2,224331.79,45930.49,
1.0,113385003.0,Northern Lebanon SD,Lebanon,1841175.06,,,,,,,,,,476071.48,70526.46,,39800.94,,,,,,,,,,,,,,,,,239611.26,849395.99,,,,,,100901.66,14630.79,14630.79,1295.69,34310.0,,,
1.0,113385303.0,Palmyra Area SD,Lebanon,2508598.19,,,,,,,,,,374796.84,69967.8,,29813.29,,,,,,,,,,22577.19,,686362.32,,,,,311300.27,885154.4,,,,,,91230.73,13645.14,16095.18,,,7655.03,,
1.0,121390302.0,Allentown City SD,Lehigh,54743224.0,,,,,,165884.0,,,,17668015.0,1112684.0,663396.0,3229706.0,,,,,,,,,,937722.0,,777996.0,95115.0,,,3161.0,4190361.0,20856062.0,,,,,331882.0,2737991.0,373840.0,344148.0,71780.0,282333.0,810000.0,91148.0,
1.0,121391303.0,Catasauqua Area SD,Lehigh,3390235.22,,5202.58,,,,,,,,512041.0,65041.0,,40961.0,,,,,,,,,,,,,,,,,738397.05,1982462.78,,,,,,30076.29,,,5932.22,,,10121.3,
1.0,121392303.0,East Penn SD,Lehigh,2426369.84,,,,,,,,,,1128744.21,200126.2,20536.47,67383.0,,,,,,,,,,,,,,,,,,,,,1460.27,,,296737.03,57172.32,,17925.0,,598425.6,37859.74,
1.0,121394503.0,Northern Lehigh SD,Lehigh,1792221.83,,,,,,,,,,464035.25,71308.0,,30391.0,,,,,,,,,,,,,,,,,803569.29,363472.21,,,,,,23288.83,14473.78,3308.64,,,,18374.83,
1.0,121394603.0,Northwestern Lehigh SD,Lehigh,1301512.65,,,,,,,,,,281228.0,54180.0,,16070.0,,,,,,,,,,10295.02,,,,,,,242176.64,644968.04,,,,,,42687.78,,9907.17,,,,,
1.0,121395103.0,Parkland SD,Lehigh,7819042.34,,,,,,,,,,1843351.11,246212.94,54686.32,147859.4,,,,,,,,,,,,,,,,,,3978443.68,,,,,,358838.0,31321.5,84785.25,,478764.35,547985.65,46794.14,
1.0,121395603.0,Salisbury Township SD,Lehigh,1187165.22,,,,,,,,,,723573.13,79408.55,23043.2,36962.29,,,,,,,,,,,,,,,,,,176885.11,,,,,,103330.59,29040.62,11614.96,,,,3306.77,
1.0,121395703.0,Southern Lehigh SD,Lehigh,685350.51,,,,,,,,3238.0,,291702.48,19523.0,,637.0,,,,,,,,,,,,,,,,,67978.14,284916.32,,,,,6051.04,,,11304.53,,,,,
1.0,121397803.0,Whitehall-Coplay SD,Lehigh,6309296.35,,,,,,,,,,1167668.21,169208.58,67137.12,79441.65,,,,,,,,,,,,,,,,,2257834.73,2370922.13,,,,,,87998.25,17047.03,18988.32,18513.59,54536.74,,,
1.0,118401403.0,Crestwood SD,Luzerne,2739093.7,,,,,,,,,,513811.0,89320.0,,25127.3,,,,,,,,,,23163.37,,,,,,,,1733317.06,,,,,,55850.69,11170.29,11170.29,,,261523.5,14640.2,
1.0,118401603.0,Dallas SD,Luzerne,2245171.15,,,,,,,,,,630863.0,102673.0,,49208.0,,,,,,,,,,,,,,,1386186.45,,,,,,,,,,,,,,65000.0,11240.7,
1.0,118402603.0,Greater Nanticoke Area SD,Luzerne,4989131.4,,,,,,,,,,1371964.29,145609.0,,49147.0,,,,,,,,,,204948.0,,,,,,,,2765111.76,,,,,,174852.39,27586.31,,,6917.0,222729.25,20266.4,
1.0,118403003.0,Hanover Area SD,Luzerne,3490097.77,,,,,,,,24943.46,,948419.92,95637.53,8655.33,61092.06,,,,,,,,,,,,,,,41120.28,476.45,943.57,2279795.48,,,,,,,,,,,,29013.69,
1.0,118403302.0,Hazleton Area SD,Luzerne,31808283.83,,,,,,,,757398.0,223890.0,6499978.2,623356.68,670539.0,459581.47,,283662.0,,,,,,,,,,474505.16,,,,33690.01,2593679.5,14580192.8,29536.65,,2571849.88,,58152.0,722307.01,212128.35,126713.98,21568.55,121535.61,378637.8,89523.17,275858.01
1.0,118403903.0,Lake-Lehman SD,Luzerne,1526587.62,,,,,,,,,,358755.0,61625.0,,26156.0,,,,,,,,,,,,,,,,,,902935.45,,,,,,119934.0,23987.0,23987.0,,,9208.17,,
1.0,118406003.0,Northwest Area SD,Luzerne,882315.26,,,,,,,,,,284964.0,47105.0,,11820.0,,,,,,,,,,,,,,,,,,342205.0,,,,,,,,63473.0,,,125000.0,7748.26,
1.0,118406602.0,Pittston Area SD,Luzerne,7366664.44,,,,,,,,,,1149743.34,155481.31,,78608.74,,,,,,,,,,161073.34,,,,,,54472.48,610865.53,4732177.67,,,,,,197141.97,74414.0,74414.0,698.54,57281.38,,20292.14,
1.0,118408852.0,Wilkes-Barre Area SD,Luzerne,17963764.41,,,,,,,,,,5338605.94,452555.7,106180.94,274019.38,,,,,,,,,,,,,,,,,4423513.62,6253164.78,,,,,,505528.43,74390.0,49789.41,2887.18,22586.61,380850.91,79691.51,
1.0,118409203.0,Wyoming Area SD,Luzerne,4100877.12,,,,,,,,,,675333.84,111616.97,,76513.1,,,,,,,,,,,,,,,3452.32,3195.37,957890.09,1935768.95,,,,,120564.63,70282.43,-2916.18,24070.5,,5900.0,98477.85,20727.25,
1.0,118409302.0,Wyoming Valley West SD,Luzerne,9191732.85,,,,,,,,,,3298220.63,247729.52,-12174.03,111369.81,,,,,,,,,,899866.89,,,,,,-9197.91,3009344.47,1282931.97,,,,,,21200.0,,,-0.5,79253.22,207759.0,55429.78,
