district_name,name,address_city,address_street,county,zip,telephone_number,website,elementary,middle,high
Bermudian Springs SD,Bermudian Springs HS,York Springs,7335 Carlisle Pike,Lincoln IU 12,17372,717-528-4113,http://www.bermudian.org,FALSE,FALSE,TRUE
Bermudian Springs SD,Bermudian Springs MS,York Springs,7335 Carlisle Pike,Lincoln IU 12,17372,717-528-4113,http://www.bermudian.org,TRUE,TRUE,FALSE
Berwick Area SD,Berwick Area HS,Berwick,1100 Fowler Ave,Central Susquehanna IU 16,18603,570-759-6400,http://www.berwicksd.org,FALSE,FALSE,TRUE
Berwick Area SD,Berwick Area MS,Berwick,1100 Evergreen Drive,Central Susquehanna IU 16,18603,570-759-6400,http://www.berwicksd.org,TRUE,TRUE,FALSE
Tulpehocken Area SD,Bethel El Sch,Bethel,8390 Lancaster Ave,Berks County IU 14,19507,717-933-4131,http://www.tulpehocken.org/,TRUE,TRUE,FALSE
Bethel Park SD,Bethel Memorial El Sch,Bethel Park,3301 S Park Rd,Allegheny IU 3,15102,412-854-8506,http://www.bpsd.org/,TRUE,FALSE,FALSE
Bethel Park SD,Bethel Park HS,Bethel Park,309 Church Rd,Allegheny IU 3,15102,412-854-8581,http://www.bpsd.org/,FALSE,FALSE,TRUE
Garnet Valley SD,Bethel Springs El Sch,Garnet Valley,3280 Foulk Road,Delaware County IU 25,19060,610-579-3000,http://www.garnetvalleyschools.com,TRUE,FALSE,FALSE
,Bethlehem AVTS,Bethlehem,3300 Chester Avenue,Colonial IU 20,18020,610-866-8013,http://www.bethlehemavts.org,FALSE,FALSE,TRUE
Bethlehem-Center SD,Bethlehem-Center El Sch,Fredericktown,194 Crawford Rd,Intermediate Unit 1,15333,724-267-4910,http://www.bcasd.net,TRUE,TRUE,FALSE
Bethlehem-Center SD,Bethlehem-Center JSHS,Fredericktown,179 Crawford Rd,Intermediate Unit 1,15333,724-267-4910,http://www.bcasd.net,FALSE,TRUE,TRUE
Philadelphia City SD,Bethune Mary McLeod Sch,Philadelphia,3301 Old York Rd,Philadelphia IU 26,19140,215-400-3890,http://www.philasd.org,TRUE,TRUE,FALSE
Upper Darby SD,Beverly Hills MS,Upper Darby,1400 Garrett Rd,Delaware County IU 25,19082,610-626-9317,http://www.upperdarbysd.org,FALSE,TRUE,FALSE
Big Beaver Falls Area SD,Big Beaver El Sch,Darlington,588 Friendship Drive,Beaver Valley IU 27,16115,724-827-2828,http://www.tigerweb.org/,TRUE,FALSE,FALSE
Big Spring SD,Big Spring HS,Newville,100 Mount Rock Rd,Capital Area IU 15,17241,717-776-2436,http://www.bigspringsd.org,FALSE,FALSE,TRUE
Big Spring SD,Big Spring MS,Newville,43 Mount Rock Rd,Capital Area IU 15,17241,717-776-2471,http://www.bigspringsd.org,FALSE,TRUE,FALSE
Upper Adams SD,Biglerville El Sch,Biglerville,3270 Biglerville Road,Lincoln IU 12,17307,717-677-7191,https://www.upperadams.org/,TRUE,FALSE,FALSE
Upper Adams SD,Biglerville HS,Biglerville,135 North Main Street,Lincoln IU 12,17307,717-677-7191,https://www.upperadams.org/,FALSE,FALSE,TRUE
Lower Merion SD,Black Rock MS,Villanova,1860 W Montgomery Ave,Montgomery County IU 23,19085,484-418-2222,http://www.lmsd.org,TRUE,TRUE,FALSE
Blackhawk SD,Blackhawk HS,Beaver Falls,500 Blackhawk Rd,Beaver Valley IU 27,15010,724-846-9600,http://www.bsd.k12.pa.us,FALSE,FALSE,TRUE
Blackhawk SD,Blackhawk Intermediate Sch,Beaver Falls,635 Shenango Rd,Beaver Valley IU 27,15010,724-843-5050,http://www.bsd.k12.pa.us,TRUE,FALSE,FALSE
Blacklick Valley SD,Blacklick Valley El Ctr,Nanty Glo,1000 W Railroad St,Appalachia IU 8,15943,814-749-9211,http://www.bvsd.k12.pa.us,TRUE,TRUE,FALSE
Blacklick Valley SD,Blacklick Valley JSHS,Nanty Glo,555 Birch St,Appalachia IU 8,15943,814-749-9211,http://www.bvsd.k12.pa.us,FALSE,TRUE,TRUE
West Perry SD,Blain El Sch,Blain,132 Blain Rd,Capital Area IU 15,17006,717-536-3219,http://www.westperry.org,TRUE,FALSE,FALSE
Philadelphia City SD,Blaine James G Sch,Philadelphia,3001 W Berks St,Philadelphia IU 26,19121,215-400-7330,http://www.philasd.org,TRUE,TRUE,FALSE
Hatboro-Horsham SD,Blair Mill El Sch,Hatboro,109 Bender Road,Montgomery County IU 23,19040,215-420-5200,http://www.hatboro-horsham.org,TRUE,FALSE,FALSE
Blairsville-Saltsburg SD,Blairsville El Sch,Blairsville,106 School Lane,ARIN IU 28,15717,724-459-8883,http://www.rvsdpa.org,TRUE,FALSE,FALSE
Philadelphia City SD,Blankenburg Rudolph Sch,Philadelphia,4600 W Girard Ave,Philadelphia IU 26,19131,215-400-7280,http://www.philasd.org,TRUE,TRUE,FALSE
Norristown Area SD,Blockson MS,Norristown,1315 W Marshall St,Montgomery County IU 23,19401,610-275-6870,http://www.nasd.k12.pa.us,TRUE,TRUE,FALSE
Bloomsburg Area SD,Bloomsburg Area HS,Bloomsburg,1200 Railroad St,Central Susquehanna IU 16,17815,570-784-6100,http://bloomsburgasd.schoolwires.com/site/default.aspx?PageID=1,FALSE,FALSE,TRUE
Bloomsburg Area SD,Bloomsburg Area MS,Bloomsburg,1100 Railroad St,Central Susquehanna IU 16,17815,570-784-9100,http://bloomsburgasd.schoolwires.com/site/default.aspx?PageID=1,FALSE,TRUE,FALSE
Southern Tioga SD,Blossburg El Sch,Blossburg,133 Hannibal St,BLaST IU 17,16912,570-638-2146,http://www.southerntioga.org,TRUE,TRUE,FALSE
Eastern Lancaster County SD,Blue Ball El Sch,East Earl,126 Ewell Rd,Lancaster-Lebanon IU 13,17519,717-354-1525,http://www.elanco.org,TRUE,TRUE,FALSE
Wissahickon SD,Blue Bell El Sch,Blue Bell,801 Symphony Ln,Montgomery County IU 23,19422,215-619-8102,http://www.wsdweb.org/,TRUE,FALSE,FALSE
Blue Mountain SD,Blue Mountain El East Sch,Orwigsburg,675 Red Dale Rd,Schuylkill IU 29,17961,570-366-1065,http://www.bmsd.org,TRUE,FALSE,FALSE
Blue Mountain SD,Blue Mountain El West Sch,Friedensburg,20 North Front St,Schuylkill IU 29,17972,570-739-4461,http://www.bmsd.org,TRUE,FALSE,FALSE
Blue Mountain SD,Blue Mountain HS,Schuylkill Haven,1076 W Market St,Schuylkill IU 29,17972,570-366-0511,http://www.bmsd.org,FALSE,FALSE,TRUE
Blue Mountain SD,Blue Mountain MS,Orwigsburg,685 Red Dale Rd,Schuylkill IU 29,17961,570-366-0546,http://www.bmsd.org,FALSE,TRUE,FALSE
Blue Ridge SD,Blue Ridge El Sch,New Milford,5150 School Road,Northeastern Educational IU 19,18834,570-465-3141,http://www.brsd.org,TRUE,FALSE,FALSE
Blue Ridge SD,Blue Ridge HS,New Milford,5150 School Road,Northeastern Educational IU 19,18834,570-465-3144,http://www.brsd.org,FALSE,FALSE,TRUE
Blue Ridge SD,Blue Ridge MS,New Milford,5150 School Road,Northeastern Educational IU 19,18834,570-465-3177,http://www.brsd.org,FALSE,TRUE,FALSE
Southeastern Greene SD,Bobtown El Sch,Bobtown,304 Grant St,Intermediate Unit 1,15315,724-839-7241,http://www.segsd.org/,TRUE,TRUE,FALSE
Philadelphia City SD,Bodine William W HS,Philadelphia,1101 N 4th St,Philadelphia IU 26,19123,215-400-7630,http://www.philasd.org,FALSE,FALSE,TRUE
South Middleton SD,Boiling Springs HS,Boiling Springs,21 Academy Street,Capital Area IU 15,17007,717-258-6484,http://www.smsd.us,FALSE,FALSE,TRUE
Burrell SD,Bon Air El Sch,Lower Burrell,3260 Leechburg Rd,Westmoreland IU 7,15068,724-334-1463,http://www.burrell.k12.pa.us,TRUE,FALSE,FALSE
Moon Area SD,Bon Meade El Sch,Moon township,1595 Brodhead Rd,Allegheny IU 3,15108,412-264-9440,http://www.moonarea.net,TRUE,FALSE,FALSE
Chichester SD,Boothwyn El Sch,Boothwyn,2128 Blueball Avenue,Delaware County IU 25,19061,610-485-6881,http://www.chichestersd.org,TRUE,FALSE,FALSE
Canon-McMillan SD,Borland Manor El Sch,Canonsburg,30 Giffin Dr,Intermediate Unit 1,15317,724-745-2700,http://www.cmsd.k12.pa.us,TRUE,FALSE,FALSE
Peters Township SD,Bower Hill El Sch,Venetia,424 Bower Hill Road,Intermediate Unit 1,15367,724-941-0913,http://www.ptsd.k12.pa.us,TRUE,FALSE,FALSE
Upper Saint Clair SD,Boyce MS,Pittsburgh,1500 Boyce Rd,Allegheny IU 3,15241,412-833-1600,http://www.uscsd.k12.pa.us,TRUE,TRUE,FALSE
Boyertown Area SD,Boyertown Area MS-East,Gilbertsville,2020 Big Rd,Berks County IU 14,19525,610-754-9550,http://www.boyertownasd.org/,FALSE,TRUE,FALSE
Boyertown Area SD,Boyertown Area MS-West,Boyertown,380 S Madison St,Berks County IU 14,19512,610-369-7471,http://www.boyertownasd.org/,FALSE,TRUE,FALSE
Boyertown Area SD,Boyertown Area SHS,Boyertown,120 N Monroe St,Berks County IU 14,19512,610-369-7435,http://www.boyertownasd.org/,FALSE,FALSE,TRUE
Boyertown Area SD,Boyertown El Sch,Boyertown,641 E Second St,Berks County IU 14,19512,610-369-7462,http://www.boyertownasd.org/,TRUE,FALSE,FALSE
,Boys Latin of Philadelphia CS,Philadelphia,5501 Cedar Avenue,Philadelphia IU 26,19143,215-387-5149,Not Available,FALSE,TRUE,TRUE
Bradford Area SD,Bradford Area HS,Bradford,81 Interstate Pkwy,Seneca Highlands IU 9,16701,814-362-3845,http://www.bradfordareaschools.org,FALSE,FALSE,TRUE
Downingtown Area SD,Bradford Hgts El Sch,Downingtown,1330 Romig Rd,Chester County IU 24,19335,610-269-6021,http://www.dasd.org,TRUE,FALSE,FALSE
North Allegheny SD,Bradford Woods El Sch,Bradford Woods,41 Forest Road,Allegheny IU 3,15015,724-935-5081,http://www.northallegheny.org,TRUE,FALSE,FALSE
Brandywine Heights Area SD,Brandywine Heights El Sch,Topton,445 Barkley St.,Berks County IU 14,19562,610-682-5171,http://www.bhasd.org,TRUE,FALSE,FALSE
Brandywine Heights Area SD,Brandywine Heights HS,Mertztown,103 Old Topton Rd,Berks County IU 14,19539,610-682-5102,http://www.bhasd.org,FALSE,FALSE,TRUE
Brandywine Heights Area SD,Brandywine Heights Intrmd/MS,Topton,200 W Weis St,Berks County IU 14,19562,610-682-5131,http://www.bhasd.org,TRUE,TRUE,FALSE
Downingtown Area SD,Brandywine-Wallace El Sch,Downingtown,435 Dilworth Rd,Chester County IU 24,19335,610-269-2083,http://www.dasd.org,TRUE,FALSE,FALSE
Manheim Township SD,Brecht Sch,Lancaster,1250 Lititz Pike,Lancaster-Lebanon IU 13,17601,717-291-1733,http://www.mtwp.net,TRUE,FALSE,FALSE
Eastern Lancaster County SD,Brecknock El Sch,Denver,361 School Rd,Lancaster-Lebanon IU 13,17517,717-445-8600,http://www.elanco.org,TRUE,TRUE,FALSE
Governor Mifflin SD,Brecknock El Sch,Mohnton,1332 Alleghenyville Rd,Berks County IU 14,19540,610-775-5079,http://www.governormifflinsd.org,TRUE,FALSE,FALSE
Everett Area SD,Breezewood El Sch,Breezewood,133 N Main St,Appalachia IU 8,15533,814-652-9114,http://www.everettasd.org,TRUE,FALSE,FALSE
Philadelphia City SD,Bregy F Amedee Sch,Philadelphia,1700 Bigler St,Philadelphia IU 26,19145,215-400-8210,http://www.philasd.org,TRUE,TRUE,FALSE
Brentwood Borough SD,Brentwood MS,Pittsburgh,3601 Brownsville Rd,Allegheny IU 3,15227,412-881-4940,http://www.bb-sd.com,FALSE,TRUE,FALSE
Brentwood Borough SD,Brentwood SHS,Pittsburgh,3601 Brownsville Rd,Allegheny IU 3,15227,412-881-4940,http://www.bb-sd.com,FALSE,FALSE,TRUE
Philadelphia City SD,Bridesburg Sch,Philadelphia,2824 Jenks St,Philadelphia IU 26,19137,215-400-7240,http://www.philasd.org,TRUE,TRUE,FALSE
Central Bucks SD,Bridge Valley El Sch,Furlong,2280 Sugar Bottom Road,Bucks County IU 22,18925,267-893-3700,http://www.cbsd.org,TRUE,TRUE,FALSE
Upper Merion Area SD,Bridgeport El Sch,Bridgeport,900 Bush and School Lane,Montgomery County IU 23,19405,610-205-3602,http://www.umasd.org,TRUE,FALSE,FALSE
North Penn SD,Bridle Path El Sch,Lansdale,200 Bridle Path Rd,Montgomery County IU 23,19446,215-362-2200,http://www.npenn.org,TRUE,TRUE,FALSE
Allentown City SD,Brigadier General Anna Mae Hays El Sch,Allentown,1227 W Gordon St,Carbon-Lehigh IU 21,18102,484-765-4000,http://www.allentownsd.org/,TRUE,FALSE,FALSE
Bristol Borough SD,Bristol HS,Bristol,1801 Wilson Avenue,Bucks County IU 22,19007,215-781-1000,http://www.bbsd.org,FALSE,FALSE,TRUE
Bristol Borough SD,Bristol MS,Bristol,1801 Wilson Ave,Bucks County IU 22,19007,215-781-1000,http://www.bbsd.org,FALSE,TRUE,FALSE
Mechanicsburg Area SD,Broad Street El Sch,Mechanicsburg,200 S Broad St,Capital Area IU 15,17055,717-691-4574,http://www.mbgsd.org,TRUE,FALSE,FALSE
Butler Area SD,Broad Street El Sch,Butler,200 Broad St,Midwestern IU 4,16001,724-214-3630,https://www.basdk12.org,TRUE,FALSE,FALSE
Brockway Area SD,Brockway Area Elementary Sch,Brockway,40 North St,Riverview IU 6,15824,814-265-8417,http://www.brockway.k12.pa.us,TRUE,TRUE,FALSE
Brockway Area SD,Brockway Area JSHS,Brockway,100 Alexander St,Riverview IU 6,15824,814-265-8414,http://www.brockway.k12.pa.us,FALSE,TRUE,TRUE
Spring-Ford Area SD,Brooke El Sch,Royersford,339 N Lewis Rd,Montgomery County IU 23,19468,610-705-6006,http://www.spring-ford.net,TRUE,FALSE,FALSE
Brookville Area SD,Brookville JSHS,Brookville,Brookville Jr./Sr. High School,Riverview IU 6,15825,814-849-1106,http://www.basd.us,FALSE,TRUE,TRUE
Bristol Township SD,Brookwood El Sch,Levittown,2200 Haines Rd,Bucks County IU 22,19057,267-599-2440,http://www.btsd.us/,TRUE,FALSE,FALSE
Bethlehem Area SD,Broughal MS,Bethlehem,114 West Morton Street,Colonial IU 20,18015,610-866-5041,http://www.basdschools.org,FALSE,TRUE,FALSE
Philadelphia City SD,Brown Henry A Sch,Philadelphia,1946 E Sergeant St,Philadelphia IU 26,19125,215-400-7490,http://www.philasd.org,TRUE,TRUE,FALSE
Philadelphia City SD,Brown Joseph H Sch,Philadelphia,3600 Stanwood St,Philadelphia IU 26,19136,215-400-3320,http://www.philasd.org,TRUE,TRUE,FALSE
Conestoga Valley SD,Brownstown El Sch,Brownstown,51 School Lane,Lancaster-Lebanon IU 13,17508,717-656-6021,http://www.conestogavalley.org,TRUE,FALSE,FALSE
Brownsville Area SD,Brownsville Area El Sch,Brownsville,7 Falcon Drive,Intermediate Unit 1,15417,724-785-9600,http://www.basd.org,TRUE,FALSE,FALSE
Brownsville Area SD,Brownsville Area HS,Brownsville,One Falcon Drive,Intermediate Unit 1,15417,724-785-8200,http://www.basd.org,FALSE,FALSE,TRUE
Brownsville Area SD,Brownsville Area MS,Brownsville,Three Falcon Drive,Intermediate Unit 1,15417,724-785-2155,http://www.basd.org,FALSE,TRUE,FALSE
Philadelphia City SD,Bryant William C Sch,Philadelphia,6001 Cedar Ave,Philadelphia IU 26,19143,215-400-7910,http://www.philasd.org,TRUE,TRUE,FALSE
Chambersburg Area SD,Buchanan El Sch,Chambersburg,730 E Washington St,Lincoln IU 12,17201,717-261-3432,http://www.casdonline.org,TRUE,FALSE,FALSE
Manheim Township SD,Bucher Sch,Lancaster,450 Candlewyck Rd,Lancaster-Lebanon IU 13,17601,717-569-4291,http://www.mtwp.net,TRUE,FALSE,FALSE
Neshaminy SD,Buck El Sch,Levittown,143 Top Rd,Bucks County IU 22,19056,215-809-6300,http://www.neshaminy.k12.pa.us,TRUE,FALSE,FALSE
Central Bucks SD,Buckingham El Sch,Buckingham,Box 158 2414 Durham Road,Bucks County IU 22,18912,267-893-4200,http://www.cbsd.org,TRUE,TRUE,FALSE
,Bucks County Montessori CS,Fairless Hills,219 Tyburn Rd,Bucks County IU 22,19030,215-428-6700,http://www.bcmcs.com,TRUE,TRUE,FALSE
,Bucks County Technical High School,Fairless Hills,610 Wistar Road,Bucks County IU 22,19030,215-949-1700,http://www.bcths.com,FALSE,FALSE,TRUE
Keystone Central SD,Bucktail Area MS,Renovo,1300 Bucktail Avenue,Central IU 10,17764,570-893-4900,http://www.kcsd.k12.pa.us/,TRUE,TRUE,FALSE
Keystone Central SD,Bucktail HS,Renovo,1300 Bucktail Ave,Central IU 10,17764,570-893-4900,http://www.kcsd.k12.pa.us/,FALSE,FALSE,TRUE
Freeport Area SD,Buffalo El Sch,Sarver,500 Sarver Rd,ARIN IU 28,16055,724-353-9577,http://www.freeport.k12.pa.us,TRUE,FALSE,FALSE
Philadelphia City SD,Building 21,Philadelphia,6501 Limekiln Pike,Philadelphia IU 26,19138,215-400-7450,http://www.philasd.org,FALSE,FALSE,TRUE
Allentown City SD,Building 21 Allentown,Allentown,265 Lehigh St,Carbon-Lehigh IU 21,18102,484-765-4400,http://www.allentownsd.org/,FALSE,FALSE,TRUE
Connellsville Area SD,Bullskin El Sch,Connellsville,125 Pleasant Valley Rd,Intermediate Unit 1,15425,724-628-6540,http://www.casdfalcons.org/,TRUE,FALSE,FALSE
Shaler Area SD,Burchfield Primary Sch,Allison Park,1500 Burchfield Rd,Allegheny IU 3,15101,412-492-1200,http://www.sasd.k12.pa.us,TRUE,FALSE,FALSE
Burgettstown Area SD,Burgettstown El Ctr,Burgettstown,100 Bavington Rd,Intermediate Unit 1,15021,724-947-8150,http://www.burgettstown.k12.pa.us,TRUE,FALSE,FALSE
Burgettstown Area SD,Burgettstown MS/HS,Burgettstown,104 Bavington Rd,Intermediate Unit 1,15021,724-947-8100,http://www.burgettstown.k12.pa.us,FALSE,TRUE,TRUE
Burrell SD,Burrell HS,Lower Burrell,1021 Puckety Church Rd,Westmoreland IU 7,15068,724-334-1403,http://www.burrell.k12.pa.us,FALSE,FALSE,TRUE
Lancaster SD,Burrowes El Sch,Lancaster,1001 E Orange St,Lancaster-Lebanon IU 13,17602,717-291-6159,http://www.sdlancaster.org,TRUE,FALSE,FALSE
East Stroudsburg Area SD,Bushkill El Sch,Dingmans Ferry,131 North School Dr,Colonial IU 20,18328,570-588-4400,http://www.esasd.net,TRUE,FALSE,FALSE
Butler Area SD,Butler Area IHS,Butler,551 Fairground Hill Road,Midwestern IU 4,16001,724-287-8721,https://www.basdk12.org,FALSE,TRUE,FALSE
Butler Area SD,Butler Area SHS,Butler,120 Campus Lane,Midwestern IU 4,16001,724-287-8721,https://www.basdk12.org,FALSE,FALSE,TRUE
,Butler County AVTS,Butler,210 Campus Lane,Midwestern IU 4,16001,724-282-0735,http://www.butlertec.us,FALSE,FALSE,TRUE
Central Bucks SD,Butler El Sch,Chalfont,200 Brittany Dr,Bucks County IU 22,18914,267-893-4250,http://www.cbsd.org,TRUE,TRUE,FALSE
Upper Darby SD,Bywood El Sch,Upper Darby,330 Avon Rd,Delaware County IU 25,19082,610-352-6842,http://www.upperdarbysd.org,TRUE,FALSE,FALSE
Muhlenberg SD,C E Cole Intermediate Sch,Reading,801 Bellevue Avenue,Berks County IU 14,19605,610-921-8000,http://www.muhlsdk12.org,TRUE,TRUE,FALSE
Montoursville Area SD,C E McCall MS,Montoursville,600 Willow St,BLaST IU 17,17754,570-368-2441,http://www.montoursville.k12.pa.us,TRUE,TRUE,FALSE
Dubois Area SD,C G Johnson El Sch,Reynoldsville,923 Jackson St,Riverview IU 6,15851,814-299-4880,https://www.dubois.school/,TRUE,FALSE,FALSE
Shade-Central City SD,Cairnbrook El Sch,Cairnbrook,235 McGregor Ave,Appalachia IU 8,15924,814-754-5021,http://www.shade.k12.pa.us,TRUE,TRUE,FALSE
Upper Merion Area SD,Caley El Sch,King of Prussia,725 Caley Road,Montgomery County IU 23,19406,610-205-3652,http://www.umasd.org,TRUE,FALSE,FALSE
,California Academy of Learning CS,Coal Center,40B Trojan Way,Intermediate Unit 1,15423,724-330-4932,Not Available,TRUE,TRUE,FALSE
California Area SD,California Area El Sch,Coal Center,40 Trojan Way,Intermediate Unit 1,15423,724-785-5800,http://www.calsd.org,TRUE,TRUE,FALSE
California Area SD,California Area MS,Coal Center,11 Trojan Way,Intermediate Unit 1,15423,724-785-5800,http://www.calsd.org,FALSE,TRUE,FALSE
California Area SD,California Area SHS,Coal Center,11 Trojan Way,Intermediate Unit 1,15423,724-785-5800,http://www.calsd.org,FALSE,FALSE,TRUE
Coatesville Area SD,Caln El Sch,Thorndale,3609 Lincoln Hwy,Chester County IU 24,19372,610-383-3760,http://www.casdschools.org,TRUE,FALSE,FALSE
Bethlehem Area SD,Calypso El Sch,Bethlehem,1021 Calypso Ave,Colonial IU 20,18018,610-691-0152,http://www.basdschools.org,TRUE,FALSE,FALSE
Central Cambria SD,Cambria El Sch,Ebensburg,212 Schoolhouse Rd,Appalachia IU 8,15931,814-472-8432,https://www.cencam.org/,TRUE,FALSE,FALSE
Cambria Heights SD,Cambria Heights El Sch,Carrolltown,138 East Campbell St,Appalachia IU 8,15722,814-344-8506,http://www.chsd1.org,TRUE,FALSE,FALSE
Cambria Heights SD,Cambria Heights MS,Patton,414 Glendale Lake Rd,Appalachia IU 8,16668,814-674-6290,http://www.chsd1.org,FALSE,TRUE,FALSE
Cambria Heights SD,Cambria Heights SHS,Patton,426 Glendale Lake Rd,Appalachia IU 8,16668,814-674-3601,http://www.chsd1.org,FALSE,FALSE,TRUE
Penncrest SD,Cambridge Springs El Sch,Cambridge Springs,130 Steele St,Northwest Tri-County IU 5,16403,814-398-4636,http://www.penncrest.org,TRUE,TRUE,FALSE
Penncrest SD,Cambridge Springs JSHS,Cambridge Springs,641 Venango Avenue,Northwest Tri-County IU 5,16403,814-398-4631,http://www.penncrest.org,FALSE,TRUE,TRUE
Cameron County SD,Cameron County JSHS,Emporium,601 Woodland Ave,Seneca Highlands IU 9,15834,814-486-4000,http://www.camcosd.org/,FALSE,TRUE,TRUE
Harrisburg City SD,Camp Curtin Academy,Harrisburg,2900 N 6th Street,Capital Area IU 15,17110,717-703-4200,http://www.hbgsd.k12.pa.us,FALSE,TRUE,FALSE
Camp Hill SD,Camp Hill MS,Camp Hill,2401 Chestnut St,Capital Area IU 15,17011,717-901-2450,http://www.camphillsd.k12.pa.us/,FALSE,TRUE,FALSE
Camp Hill SD,Camp Hill SHS,Camp Hill,100 S 24th St,Capital Area IU 15,17011,717-901-2500,http://www.camphillsd.k12.pa.us/,FALSE,FALSE,TRUE
Eastern York SD,Canadochly El Sch,East Prospect,100 Abels Rd,Lincoln IU 12,17317,717-252-3674,http://www.easternyork.com,TRUE,FALSE,FALSE
Upper Merion Area SD,Candlebrook El Sch,King of Prussia,310 Prince Frederick St,Montgomery County IU 23,19406,610-205-3702,http://www.umasd.org,TRUE,FALSE,FALSE
Canon-McMillan SD,Canon-McMillan MS,Canonsburg,100 Big Mac Boulevard,Intermediate Unit 1,15317,724-745-9030,http://www.cmsd.k12.pa.us,FALSE,TRUE,FALSE
Canon-McMillan SD,Canon-McMillan SHS,Canonsburg,314 Elm St Extension,Intermediate Unit 1,15317,724-745-1400,http://www.cmsd.k12.pa.us,FALSE,FALSE,TRUE
Canton Area SD,Canton Area El Sch,Canton,545 E Main St,BLaST IU 17,17724,570-673-5196,http://www.canton.k12.pa.us,TRUE,TRUE,FALSE
Canton Area SD,Canton JSHS,Canton,509 E Main St,BLaST IU 17,17724,570-673-5134,http://www.canton.k12.pa.us,FALSE,TRUE,TRUE
,Capital Area School for the Arts CS,Harrisburg,150 Strawberry Square,Capital Area IU 15,17101,717-732-8450,http://www.casa-arts.org/,FALSE,FALSE,TRUE
,Carbon Career & Technical Institute,Jim Thorpe,150 West 13th Street,Carbon-Lehigh IU 21,18229,570-325-3682,http://www.carboncti.org,FALSE,FALSE,TRUE
Carbondale Area SD,Carbondale Area JSHS,Carbondale,101 Brooklyn Street,Northeastern Educational IU 19,18407,570-282-4500,http://www.carbondalearea.org,FALSE,TRUE,TRUE
Carbondale Area SD,Carbondale El Sch,Carbondale,103 Brooklyn St,Northeastern Educational IU 19,18407,570-282-5656,http://www.carbondalearea.org,TRUE,TRUE,FALSE
,Career Institute of Technology,Easton,5335 Kesslersville Road,Colonial IU 20,18040,610-258-2857,http://www.citvt.com,FALSE,FALSE,TRUE
